Driver,LapNumber,LapTime,TyreLife,Compound,PitOutTime
BOT,67.0,0 days 00:01:30.643000,4.0,INTERMEDIATE,
BOT,68.0,0 days 00:01:27.723000,5.0,INTERMEDIATE,
BOT,69.0,0 days 00:01:24.601000,6.0,INTERMEDIATE,
BOT,70.0,0 days 00:01:23.331000,7.0,INTERMEDIATE,
BOT,71.0,0 days 00:01:22.873000,8.0,INTERMEDIATE,
BOT,72.0,0 days 00:01:23.030000,9.0,INTERMEDIATE,
PIA,1.0,0 days 00:01:35.554000,1.0,SOFT,
PIA,2.0,0 days 00:01:49.109000,2.0,SOFT,
PIA,3.0,0 days 00:01:49.476000,3.0,SOFT,
PIA,4.0,0 days 00:01:47.669000,4.0,SOFT,
PIA,5.0,0 days 00:01:40.899000,5.0,SOFT,
PIA,6.0,0 days 00:01:35.164000,6.0,SOFT,
PIA,7.0,0 days 00:01:27.654000,7.0,SOFT,
PIA,8.0,0 days 00:01:22.473000,8.0,SOFT,
PIA,9.0,0 days 00:01:19.061000,9.0,SOFT,
PIA,10.0,0 days 00:01:18.587000,10.0,SOFT,
PIA,11.0,0 days 00:01:16.870000,11.0,SOFT,
PIA,12.0,0 days 00:01:17.100000,12.0,SOFT,
PIA,13.0,0 days 00:01:16.534000,13.0,SOFT,
PIA,14.0,0 days 00:01:16.041000,14.0,SOFT,
PIA,15.0,0 days 00:01:22.705000,15.0,SOFT,
PIA,16.0,0 days 00:01:59.213000,1.0,SOFT,0 days 01:24:37.545000
PIA,17.0,0 days 00:01:52.814000,2.0,SOFT,
PIA,18.0,0 days 00:01:37.579000,3.0,SOFT,
PIA,19.0,0 days 00:02:03.585000,4.0,SOFT,
PIA,20.0,0 days 00:01:53.013000,5.0,SOFT,
PIA,21.0,0 days 00:01:56.784000,6.0,SOFT,
PIA,22.0,0 days 00:01:20.282000,7.0,SOFT,
PIA,23.0,0 days 00:01:17.760000,8.0,SOFT,
PIA,24.0,0 days 00:01:17.403000,9.0,SOFT,
PIA,25.0,0 days 00:01:17.400000,10.0,SOFT,
PIA,26.0,0 days 00:01:17.555000,11.0,SOFT,
PIA,27.0,0 days 00:01:16.653000,12.0,SOFT,
PIA,28.0,0 days 00:01:16.933000,13.0,SOFT,
PIA,29.0,0 days 00:01:16.801000,14.0,SOFT,
PIA,30.0,0 days 00:01:16.640000,15.0,SOFT,
PIA,31.0,0 days 00:01:16.632000,16.0,SOFT,
PIA,32.0,0 days 00:01:16.381000,17.0,SOFT,
PIA,33.0,0 days 00:01:16.833000,18.0,SOFT,
PIA,34.0,0 days 00:01:16.914000,19.0,SOFT,
PIA,35.0,0 days 00:01:16.131000,20.0,SOFT,
PIA,36.0,0 days 00:01:16.433000,21.0,SOFT,
PIA,37.0,0 days 00:01:16.036000,22.0,SOFT,
PIA,38.0,0 days 00:01:16.223000,23.0,SOFT,
PIA,39.0,0 days 00:01:16.494000,24.0,SOFT,
PIA,40.0,0 days 00:01:16.185000,25.0,SOFT,
PIA,41.0,0 days 00:01:16.775000,26.0,SOFT,
PIA,42.0,0 days 00:01:16.203000,27.0,SOFT,
PIA,43.0,0 days 00:01:16.299000,28.0,SOFT,
PIA,44.0,0 days 00:01:16.211000,29.0,SOFT,
PIA,45.0,0 days 00:01:16.662000,30.0,SOFT,
PIA,46.0,0 days 00:01:20.841000,31.0,SOFT,
PIA,47.0,0 days 00:01:33.490000,1.0,MEDIUM,0 days 02:08:05.358000
PIA,48.0,0 days 00:01:14.685000,2.0,MEDIUM,
PIA,49.0,0 days 00:01:14.845000,3.0,MEDIUM,
PIA,50.0,0 days 00:01:14.412000,4.0,MEDIUM,
PIA,51.0,0 days 00:01:14.421000,5.0,MEDIUM,
PIA,52.0,0 days 00:01:14.408000,6.0,MEDIUM,
PIA,53.0,0 days 00:01:14.441000,7.0,MEDIUM,
PIA,54.0,0 days 00:01:14.299000,8.0,MEDIUM,
PIA,55.0,0 days 00:01:14.733000,9.0,MEDIUM,
PIA,56.0,0 days 00:01:14.967000,10.0,MEDIUM,
PIA,57.0,0 days 00:01:14.955000,11.0,MEDIUM,
PIA,58.0,0 days 00:01:14.782000,12.0,MEDIUM,
PIA,59.0,0 days 00:01:14.773000,13.0,MEDIUM,
PIA,60.0,0 days 00:01:25.702000,14.0,MEDIUM,
PIA,61.0,0 days 00:01:42.667000,6.0,INTERMEDIATE,0 days 02:26:03.167000
PIA,62.0,0 days 00:01:22.135000,7.0,INTERMEDIATE,
PIA,63.0,0 days 00:02:03.268000,8.0,INTERMEDIATE,
PIA,64.0,,5.0,INTERMEDIATE,0 days 03:11:23.838000
PIA,65.0,,6.0,INTERMEDIATE,0 days 03:13:45.382000
PIA,66.0,0 days 00:02:09.864000,7.0,INTERMEDIATE,
PIA,67.0,0 days 00:01:28.541000,8.0,INTERMEDIATE,
PIA,68.0,0 days 00:01:25.004000,9.0,INTERMEDIATE,
PIA,69.0,0 days 00:01:22.911000,10.0,INTERMEDIATE,
PIA,70.0,0 days 00:01:22.659000,11.0,INTERMEDIATE,
PIA,71.0,0 days 00:01:22.296000,12.0,INTERMEDIATE,
PIA,72.0,0 days 00:01:23.034000,13.0,INTERMEDIATE,
